"badword","kb_idx","numOccurKB","song_name","og_artist","og_idx","numOccurOG","category","anchored","year","isCensored","isPresent","ogCase1","kbReplace1"
"fuck",106,0,"close to me","Ellie Goulding & Diplo",97,1,"profanity","fuck",2019,1,1,"I make it known I fuck with you, not undercover ('Cover)","I make it known I hang with you, not undercover ('Cover)"
"bar",105,0,"closer","The Chainsmokers",98,2,"alcohol & drugs","^bar$",2017,1,1,"Now you're lookin' pretty in a hotel bar","No, I can't stop"
"drink",105,0,"closer","The Chainsmokers",98,1,"alcohol & drugs","^drink",2017,1,1,"I drink too much","I talk too much and that's an issue but I'm okay"
"tattoo",105,0,"closer","The Chainsmokers",98,3,"other","^tattoo",2017,1,1,"Bite that tattoo on your shoulder","From your friends way back in Boulder"
"ball",107,1,"club can't handle me","Flo Rida",99,2,"other","^ball",2011,1,1,"Ball out 'cause that's the business","They watchin' I know this"
"god",108,0,"clumsy","Fergie",100,1,"other","^god",2008,1,1,"She can't help it, the girl can't help it (Oh, God!)","This love sick thing"
"cut",109,0,"cold","Maroon 5",101,1,"violence","^cut$",2017,1,1,"Now you tryna cut me off like a light switch, yeah",NA
"fuck",109,0,"cold","Maroon 5",101,1,"profanity","fuck",2017,1,1,"You know how to fuck with me","You know how to confuse me"
"kiss",109,0,"cold","Maroon 5",101,2,"sexual","^kiss",2017,1,1,"Distant, when we're kissing","Distant, how we're living"
"sleep",109,0,"cold","Maroon 5",101,4,"sexual","^sleep",2017,1,1,"Sleeping up under the covers","Slippin' up, you're undiscovered"
"fight",NA,0,"cold water (ft. justin bieber & mø)","Major Lazer",102,1,"violence","^fight",2016,1,1,"You shouldn't be fighting on your own",NA
"high",NA,0,"cold water (ft. justin bieber & mø)","Major Lazer",102,1,"alcohol & drugs","^high$",2016,1,1,"Everybody gets high sometimes, you know",NA
"addict",112,0,"come & get it","Selena Gomez",103,2,"alcohol & drugs","^addict",2013,1,1,"Maybe I'm addicted for life, no lie","When you're ready come and get it"
"death",112,0,"come & get it","Selena Gomez",103,1,"violence","^death$",2013,1,1,"This love will be the death of me",NA
"die",112,0,"come & get it","Selena Gomez",103,1,"violence","^die$",2013,1,1,"But I know I'll die happily",NA
"sanity",111,3,"come clean","Hilary Duff",104,4,"other","^sanity$",2004,1,1,"Let it wash away my sanity","'Cause I wanna feel the thunder, I wanna scream"
"crazy",113,2,"come on over baby","Christina Aguilera",105,5,"other","^crazy$",2002,1,1,"All I want is you (you know you make me go crazy)","All I want is you, now baby, don't be shy"
"sex",113,1,"come on over baby","Christina Aguilera",105,2,"sexual","^sex",2002,1,1,"I'm not just talking about your sexuality (your sexuality)","About your sexuality"
"bitch",115,0,"confident","Demi Lovato",107,1,"profanity","^bitch",2016,1,1,"Bitch, I run this show","Now I’m letting go"
"freak",115,0,"confident","Demi Lovato",107,1,"sexual","^freak",2016,1,1,"I used to hold my freak back, now I'm letting go","And you better come to play"
"addict",116,0,"congratulations","Post Malone",108,1,"alcohol & drugs","^addict",2017,1,1,"I be itching like a addict, yeah","But they didn't know me last year, yeah"
"ball",116,1,"congratulations","Post Malone",108,6,"other","^ball",2017,1,1,"Everyone countin' on me, drop the ball, yuh (Yeah-yeah-yeah, yeah-yeah-yeah)","My momma called, seen you on TV, son"
"bitch",116,0,"congratulations","Post Malone",108,1,"profanity","^bitch",2017,1,1,"I'm surrounded, twenty bad bitches, yeah","If you go with winning, put your hands up in the sky"
"champagne",116,0,"congratulations","Post Malone",108,2,"alcohol & drugs","^champagne$",2017,1,1,"Big rings (Ooh), champagne (Champagne)","They said I wouldn't be nothing"
"fuck",116,0,"congratulations","Post Malone",108,1,"profanity","fuck",2017,1,1,"If you fuck with winning, put your lighters to the sky","I dreamed it all ever since I was young"
"lighter",116,0,"congratulations","Post Malone",108,1,"alcohol & drugs","^lighter",2017,1,1,"If you fuck with winning, put your lighters to the sky","I dreamed it all ever since I was young"
"lighters",116,0,"congratulations","Post Malone",108,1,"alcohol & drugs","^lighters",2017,1,1,"If you fuck with winning, put your lighters to the sky","I dreamed it all ever since I was young"
"shit",116,0,"congratulations","Post Malone",108,3,"profanity","^shit",2017,1,1,"Said shit done changed ever since we was on","They said I wouldn't be nothing"
"pot",116,0,"congratulations","Post Malone",108,1,"alcohol & drugs","^pot$",2017,1,1,"Pot so big, call it Super Bowl (Super Bowl)","They ain't never had the dedication (uh, ayy)"
"nigga",116,0,"congratulations","Post Malone",108,2,"profanity","^nigga",2017,1,1,"Young nigga, young nigga, graduation (Yeah)","You know where I'm from (ayy)"
"dress",117,0,"cool","Jonas Brothers",109,1,"sexual","^dress$",2019,1,1,"Standin' there with the red dress on ya","After all that we've been through"
"bottle",117,0,"cool","Jonas Brothers",109,3,"alcohol & drugs","^bottle",2019,1,1,"It's like, ooh (Ooh), maybe I should bottle my moves (Moves)","The dreaming days where the mess was made"
"dammit",117,0,"cool","Jonas Brothers",109,7,"profanity","^dammit$",2019,1,1,"Well, dammit, I'm feelin' so cool, yeah","Everything is going right"
"man",117,0,"cool","Jonas Brothers",109,1,"identity","^man$",2019,1,1,"Lights are green, man, they look like palm trees","I know we're cool I know we're cool"
"high",117,0,"cool","Jonas Brothers",109,1,"alcohol & drugs","^high$",2019,1,1,"I'm feelin' high like a late night summer of last year (Yeah)","And it's such a miracle that you and me are still good friends"
"shit",118,0,"cooler than me","Mike Posner",111,1,"profanity","^shit",2011,1,1,"And you wear 'em around like it ain't shit","And you wear them around like it ain't it"
"crazy",122,4,"crazy for this girl","Evan & Jaron",113,8,"other","^crazy$",2002,1,1,"I'm crazy for this girl","And as she carries on without a doubt"
"man",123,0,"crazy in love","Beyoncé",592,1,"identity","^man$",2004,1,1,"I shake phonies man you can't get next to","The genuine article; I do not sing though"
"touch",123,7,"crazy in love","Beyoncé",592,9,"sexual","^touch",2004,1,1,"I touch on you more and more every time","I touch on you more and more every time"
"war",123,0,"crazy in love","Beyoncé",592,1,"violence","^war$",2004,1,1,"A star like Ringo, war like a Green Beret","Crazy bring ya whole set"
"bikini",124,0,"cruise","Florida Georgia Line",114,1,"sexual","^bikini",2014,1,1,"Yeah, when I first saw that bikini top on her","BOY SOLO- Yeah, when I first saw that pretty smile on her "
"blow",124,2,"cruise","Florida Georgia Line",114,4,"alcohol & drugs","^blow",2014,1,1,"Down a back road blowing stop signs through the middle","Every little farm town with you"
"chest",124,0,"cruise","Florida Georgia Line",114,1,"sexual","^chest",2014,1,1,"Girl, you sure got the beat in my chest bumping"," Would look a heck of a lot better with us up in it  Come on!"
"hell",124,0,"cruise","Florida Georgia Line",114,4,"profanity","^hell$",2014,1,1,"Would look a hell of a lot better with you up in it","(Spoken) come on!"
"man",124,0,"cruise","Florida Georgia Line",114,1,"identity","^man$",2014,1,1,"Because it felt so right, her and I, man, we felt so right","Down a back road thru pines signs through the middle "
"sippin",124,0,"cruise","Florida Georgia Line",114,1,"alcohol & drugs","^sippin",2014,1,1,"She was sipping on Southern and singing Marshall Tucker","I got my windows down, and the radio up, get your radio up"
"skin",NA,0,"cupid's chokehold / breakfast in america (ft. patrick stump)","Gym Class Heroes",118,1,"sexual","^skin$",2007,1,1,"She's got porcelain skin, of course she's a ten",NA
"gun",NA,0,"cupid's chokehold / breakfast in america (ft. patrick stump)","Gym Class Heroes",118,1,"violence","^gun$",2007,1,1,"I'd be one nocturnal son of a gun",NA
"man",NA,0,"cupid's chokehold / breakfast in america (ft. patrick stump)","Gym Class Heroes",118,2,"identity","^man$",2007,1,1,"Annoying old man bite his tongue (I'm not done)",NA
"tongue",NA,0,"cupid's chokehold / breakfast in america (ft. patrick stump)","Gym Class Heroes",118,1,"sexual","^tongue",2007,1,1,"Annoying old man bite his tongue (I'm not done)",NA
"bottle",127,0,"cups","Anna Kendrick",119,1,"alcohol & drugs","^bottle",2014,1,1,"Two bottle'a whiskey for the way","I got my memories for the way"
"whiskey",127,0,"cups","Anna Kendrick",119,1,"alcohol & drugs","^whiskey",2014,1,1,"Two bottle'a whiskey for the way","I got my memories for the way"
"pray",128,0,"damaged","Danity Kane",120,1,"other","^pray",2008,1,1,"(That makes you pray, makes you cry)",NA
"bless",129,0,"dance again","Jennifer Lopez",121,1,"other","^bless",2012,1,1,"But I told them, 'hallelujah, have a blessed day'",NA
"chest",129,0,"dance again","Jennifer Lopez",121,1,"sexual","^chest",2012,1,1,"Mami let me open your treasure chest",NA
"death",129,0,"dance again","Jennifer Lopez",121,1,"violence","^death$",2012,1,1,"Playboy to the death (uh, yes)",NA
"dirty",129,0,"dance again","Jennifer Lopez",121,1,"sexual","^dirty$",2012,1,1,"I'm a old dirty dog all day","I find it so stupid"
"lips",129,0,"dance again","Jennifer Lopez",121,1,"sexual","^lips$",2012,1,1,"Your lips taste like heaven, so why should I stop?","(Let's do it do it do it)"
"woman",129,0,"dance again","Jennifer Lopez",121,1,"identity","^woman$",2012,1,1,"Mr Worldwide, and the world's most beautiful woman","I wanna dance, with love, and dance again"
"women",129,0,"dance again","Jennifer Lopez",121,1,"identity","^women$",2012,1,1,"Make women comfortable",NA
"addict",131,0,"dark horse","Katy Perry",122,1,"alcohol & drugs","^addict",2014,1,1,"But lil mama so dope, I messed around and got addicted",NA
"bedroom",131,0,"dark horse","Katy Perry",122,1,"sexual","^bedroom",2014,1,1,"She ride me like a roller coaster, turn the bedroom into a fair (A fair)",NA
"dope",131,0,"dark horse","Katy Perry",122,1,"alcohol & drugs","^dope",2014,1,1,"But lil mama so dope, I messed around and got addicted",NA
"coma",131,0,"dark horse","Katy Perry",122,1,"other","^coma$",2014,1,1,"She can be my sleeping beauty, I'm gon' put her in a coma (Woo!)",NA
"damn",131,0,"dark horse","Katy Perry",122,1,"profanity","^damn",2014,1,1,"Damn, I think I love her, shawty's so bad, I'm sprung and I don't care",NA
"drug",131,0,"dark horse","Katy Perry",122,1,"alcohol & drugs","^drug",2014,1,1,"Her love is like a drug, I was tryna hit it and quit it",NA
"sleep",131,0,"dark horse","Katy Perry",122,1,"sexual","^sleep",2014,1,1,"She can be my sleeping beauty, I'm gon' put her in a coma (Woo!)",NA
"ecstasy",132,0,"diamonds","Rihanna",124,2,"alcohol & drugs","^ecstasy",2013,1,1,"A vision of ecstasy","A vision of learning"
"molly",132,0,"diamonds","Rihanna",124,1,"alcohol & drugs","^molly$",2013,1,1,"As we moonshine and molly","We're like diamonds in the sky"
"moonshine",132,0,"diamonds","Rihanna",124,1,"alcohol & drugs","^moonshine",2013,1,1,"As we moonshine and molly","We're like diamonds in the sky"
"crazy",133,10,"dilemma","Nelly",125,11,"other","^crazy$",2003,1,1,"Boy, you know I'm crazy over you","All I think about is you"
"crazy",134,0,"disturbia","Rihanna",126,1,"other","^crazy$",2009,1,1,"(I'm goin' crazy now)","It can creep up inside you and consume you"
"shit",134,0,"disturbia","Rihanna",126,1,"profanity","^shit",2009,1,1,"I gotta get out, or figure this shit out","Put on your pretty lies, you're in the city of wonder"
"bed",135,0,"dj got us falling in love","Usher",595,1,"sexual","^bed$",2011,1,1,"Yabba-dabba-doo, make her bed rock",NA
"body",135,1,"dj got us falling in love","Usher",595,2,"sexual","^body$",2011,1,1,"No control of my body","Yeah, baby tonight the DJ got us falling in love again"
"evil",135,0,"dj got us falling in love","Usher",595,3,"other","^evil",2011,1,1,"Hear no evil, I speak no evil, I see no evil",NA
"drink",135,0,"dj got us falling in love","Usher",595,1,"alcohol & drugs","^drink",2011,1,1,"Keep downin' drinks like there's no tomorrow","Eyes, eyes, eyes"
"man",135,1,"dj got us falling in love","Usher",595,2,"identity","^man$",2011,1,1,"Yeah, man","So we back in the club"
"kiss",145,0,"do you remember","Jay Sean",127,1,"sexual","^kiss",2010,1,1,"How many years do you want come kiss dis I know you miss this","(Bring it)"
"sip",145,0,"do you remember","Jay Sean",127,1,"alcohol & drugs","^sip$",2010,1,1,"Girl take a sip of the champange take a lil trip down my lane my girl","Let's bring it back"
"damn",136,0,"domino","Jessie J",128,2,"profanity","^damn",2012,1,1,"Damn, this love is skin tight","Baby come on"
"dirty",136,0,"domino","Jessie J",128,6,"sexual","^dirty$",2012,1,1,"Dirty dancing in the moonlight","Every second is a highlight"
"sex",136,0,"domino","Jessie J",128,1,"sexual","^sex",2012,1,1,"I'm feeling sexy and free","I'm feeling happy and free"
"skin",136,0,"domino","Jessie J",128,2,"sexual","^skin$",2012,1,1,"Damn, this love is skin tight","Baby come on"
"smoke",136,1,"domino","Jessie J",128,2,"alcohol & drugs","^smoke",2012,1,1,"I can taste the tension like a cloud of smoke in the air","I can taste the tension like a cloud of smoke in the air"
"touch",136,0,"domino","Jessie J",128,3,"sexual","^touch",2012,1,1,"When we touch, don't ever let me go","Knock me down like I'm a domino"
"damn",139,0,"don't let me get me","P!nk",131,1,"profanity","^damn",2003,1,1,"Tired of being compared to damn Britney Spears","LA told me, ""You'll be a pop star"
"women",140,0,"don't matter","Akon",133,1,"identity","^women$",2007,1,1,"Women steady comin' after me","Nobody wanna see us together, but it don't matter, no"
"men",140,0,"don't matter","Akon",133,1,"identity","^men$",2007,1,1,"Men steady comin' after you","Cause I got you, babe"
"women",NA,0,"don't stop the party (ft. tjr)","Pitbull",136,1,"identity","^women$",2013,1,1,"Well All the Pretty Women hit the Hookah",NA
"hookah",NA,0,"don't stop the party (ft. tjr)","Pitbull",136,1,"alcohol & drugs","^hookah$",2013,1,1,"Well All the Pretty Women hit the Hookah",NA
"drink",NA,0,"don't stop the party (ft. tjr)","Pitbull",136,1,"alcohol & drugs","^drink",2013,1,1,"Beirut, cafe getting my drink on, mole",NA
"bed",142,0,"don't wanna know","Maroon 5",597,1,"sexual","^bed$",2017,1,1,"Even in my head, you're still in my bed","Do you think of me?"
"drink",142,0,"don't wanna know","Maroon 5",597,1,"alcohol & drugs","^drink",2017,1,1,"And the more I drink, the more I think about you","Of what we used to be?"
"touch",142,0,"don't wanna know","Maroon 5",597,1,"sexual","^touch",2017,1,1,"Do he lay it down for you, touch your poona like this?","The way I used to love you, oh"
"ass",144,0,"downtown","Macklemore & Ryan Lewis",138,1,"profanity","^ass$",2016,1,1,"And a bad little mama with her ass in my face","Got gas in the tank cash in the bank"
"ball",144,0,"downtown","Macklemore & Ryan Lewis",138,1,"other","^ball",2016,1,1,"Tip-toeing in the street like ballet","Tip-toeing through the streets like Dally"
"body",144,0,"downtown","Macklemore & Ryan Lewis",138,1,"sexual","^body$",2016,1,1,"Killing the game, 'bout to catch a body","Nope"
"bullet",144,0,"downtown","Macklemore & Ryan Lewis",138,1,"violence","^bullet",2016,1,1,"Stone washed, so raw, moped like a bullet, oh, yee-ow","It's me, the K the I-D the Z"
"damn",144,0,"downtown","Macklemore & Ryan Lewis",138,3,"profanity","^damn",2016,1,1,"Cause I'm too damn quick, I'm too damn slick","I mean water ski ollie ollie oxen free"
"dope",144,1,"downtown","Macklemore & Ryan Lewis",138,3,"alcohol & drugs","^dope",2016,1,1,"Dope, my crew is ill, and all we need is two good wheels","Dope"
"fuck",144,0,"downtown","Macklemore & Ryan Lewis",138,3,"profanity","fuck",2016,1,1,"I went to the moped store, said ""Fuck it""","I went to the moped store and said what if"
"god",144,0,"downtown","Macklemore & Ryan Lewis",138,1,"other","^god",2016,1,1,"Goddamn, man, everybody got Bugattis","Downtown, downtown"
"hell",144,0,"downtown","Macklemore & Ryan Lewis",138,2,"profanity","^hell$",2016,1,1,"Eight hundred cash, that's a hell of a deal","Banana seat a canopy on two wheels"
"hella",144,0,"downtown","Macklemore & Ryan Lewis",138,2,"profanity","^hella$",2016,1,1,"But I'ma keep it hella 1987","She has her arms around your waist"
